,Unnamed: 0,SHS_ID,PRIORITY_DEC,WELCHOL_DECILE,NEW_SEGMENT,YEARMONTH,WEL_TOTAL_TMOT,NRx,TRx,EMAIL_OPEN,EMAIL_SEND,PDEs,Calls,DSI_SAMPLES,CSS_Samples,total_paid,Copay_card,paid_copay,tmot_supplied,WELCHOL_KICKER_FLAG,WELCHOL_90_DAYS_RX_FLAG,sales_contest,NRx_1,NRx_2,NRx_3,NRx_4,PDE_1,PDE_2,PDE_transformed,DSI_SAMPLES_transformed,CSS_Samples_transformed,tmot_supplied_transformed,PDE_transformed_with_lags
122,123,80702,LOW,1,LV - HR,201511,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,124,80702,LOW,1,LV - HR,201512,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,125,80702,LOW,1,LV - HR,201601,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,126,80702,LOW,1,LV - HR,201602,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,127,80702,LOW,1,LV - HR,201603,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,128,80702,LOW,1,LV - HR,201604,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,129,80702,LOW,1,LV - HR,201605,0.428999990224838,0,1,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
129,130,80702,LOW,1,LV - HR,201606,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.221199216928595,0.0,0.0,0.0,0.277472646357928
130,131,80702,LOW,1,LV - HR,201607,0.857999980449677,1,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0951625819640405
131,132,80702,LOW,1,LV - HR,201608,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
132,133,80702,LOW,1,LV - HR,201609,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
133,134,80702,LOW,1,LV - HR,201610,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
134,135,80702,LOW,1,LV - HR,201611,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
135,136,80702,LOW,1,LV - HR,201612,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,137,80702,LOW,1,LV - HR,201701,0.428999990224838,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,138,80702,LOW,1,LV - HR,201702,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,139,80702,LOW,1,LV - HR,201703,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,140,80702,LOW,1,LV - HR,201704,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,141,80702,LOW,1,LV - HR,201705,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,142,80702,LOW,1,LV - HR,201706,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,143,80702,LOW,1,LV - HR,201707,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,144,80702,LOW,1,LV - HR,201708,0.428999990224838,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,145,93328,HIGH,1,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
145,146,93328,HIGH,1,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
146,147,93328,HIGH,1,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,148,93328,HIGH,1,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,149,93328,HIGH,1,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,150,93328,HIGH,1,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,151,93328,HIGH,1,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,152,93328,HIGH,1,LV - LR,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,153,93328,HIGH,1,LV - LR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,154,93328,HIGH,1,LV - LR,201606,2.0,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,155,93328,HIGH,1,LV - LR,201607,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,156,93328,HIGH,1,LV - LR,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,157,93328,HIGH,1,LV - LR,201609,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158,93328,HIGH,1,LV - LR,201610,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,159,93328,HIGH,1,LV - LR,201611,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,160,93328,HIGH,1,LV - LR,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,161,93328,HIGH,1,LV - LR,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,162,93328,HIGH,1,LV - LR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,163,93328,HIGH,1,LV - LR,201703,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,164,93328,HIGH,1,LV - LR,201704,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
164,165,93328,HIGH,1,LV - LR,201705,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.221199216928595,0.0,0.0,0.0,0.277472646357928
165,166,93328,HIGH,1,LV - LR,201706,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0951625819640405
166,167,93328,HIGH,1,LV - LR,201707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
167,168,93328,HIGH,1,LV - LR,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,169,107498,LOW,7,HV - HR,201509,2.1430000066757198,1,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
169,170,107498,LOW,7,HV - HR,201510,1.7150000035762802,2,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,
170,171,107498,LOW,7,HV - HR,201511,2.1430000066757198,0,2,0,0,0.0,0,0,0,10.0,1,25.0,1.0,0,0,0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
171,172,107498,LOW,7,HV - HR,201512,5.1429999768734005,1,5,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,173,107498,LOW,7,HV - HR,201601,1.28600001335144,0,1,0,0,0.0,0,0,0,10.0,1,25.0,1.0,0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
173,174,107498,LOW,7,HV - HR,201602,3.42900002002716,0,3,0,0,0.0,0,0,0,50.0,2,50.0,2.0,0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.999088118034446,0.0
174,175,107498,LOW,7,HV - HR,201603,0.8569999933242801,0,1,0,0,1.0,1,0,0,25.0,1,25.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.393469340287367,0.0,0.0,0.9698026165776821,0.393469340287367
175,176,107498,LOW,7,HV - HR,201604,2.1430000066757198,1,2,0,0,1.0,1,0,0,50.0,2,50.0,2.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.393469340287367,0.0,0.0,0.999088118034446,0.47795422323898396
176,177,107498,LOW,7,HV - HR,201605,4.7150000333786,2,4,0,0,0.0,0,0,0,75.0,3,75.0,3.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999724635506501,0.181269246922018
177,178,107498,LOW,7,HV - HR,201606,3.42900002002716,2,3,0,0,0.0,0,0,0,50.0,2,50.0,2.0,0,0,0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999088118034446,0.048770575499286
178,179,107498,LOW,7,HV - HR,201607,2.1430000066757198,0,2,0,0,0.0,0,0,0,50.0,2,50.0,2.0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999088118034446,0.0
179,180,107498,LOW,7,HV - HR,201608,3.4289999008178698,1,3,0,0,2.0,2,0,0,50.0,2,50.0,2.0,0,0,0,0.0,2.0,2.0,1.0,0.0,0.0,0.632120558828558,0.0,0.0,0.999088118034446,0.632120558828558
180,181,107498,LOW,7,HV - HR,201609,2.1430000066757198,1,2,0,0,0.0,0,0,0,50.0,2,50.0,2.0,0,0,0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.999088118034446,0.25918177931828196
181,182,107498,LOW,7,HV - HR,201610,3.42900002002716,0,3,0,0,1.0,1,0,0,50.0,2,50.0,2.0,1,0,1,1.0,1.0,0.0,2.0,0.0,2.0,0.393469340287367,0.0,0.0,0.999088118034446,0.45118836390597405
182,183,107498,LOW,7,HV - HR,201611,1.28600001335144,0,1,0,0,2.0,2,0,0,0.0,0,0.0,0.0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.632120558828558,0.0,0.0,0.0,0.6833632306209471
183,184,107498,LOW,7,HV - HR,201612,2.1430000066757198,0,2,0,0,0.0,0,0,0,25.0,1,25.0,1.0,1,0,1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.9698026165776821,0.295311910281287
184,185,107498,LOW,7,HV - HR,201701,6.000999927520749,1,5,0,0,0.0,0,0,0,25.0,2,25.0,2.0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.999088118034446,0.0951625819640405
185,186,107498,LOW,7,HV - HR,201702,4.28700003027916,3,4,0,0,1.0,1,4,0,25.0,1,25.0,0.5,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.393469340287367,0.8646647167633871,0.0,0.826226056549555,0.393469340287367
186,187,107498,LOW,7,HV - HR,201703,8.572000026702879,4,7,0,0,0.0,0,0,0,0.0,1,0.0,1.0,0,0,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.13929202357494197
187,188,107498,LOW,7,HV - HR,201704,3.42900002002716,0,3,0,0,0.0,0,0,0,0.0,1,0.0,1.0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9698026165776821,0.048770575499286
188,189,107498,LOW,7,HV - HR,201705,7.0000001192092896,3,6,0,0,3.0,3,4,0,0.0,2,20.0,2.0,0,0,0,0.0,4.0,3.0,1.0,0.0,0.0,0.77686983985157,0.8646647167633871,0.0,0.999088118034446,0.77686983985157
189,190,107498,LOW,7,HV - HR,201706,2.1430000066757198,2,2,0,0,2.0,2,8,0,0.0,0,0.0,0.0,0,0,0,3.0,0.0,4.0,3.0,3.0,0.0,0.632120558828558,0.981684361111266,0.0,0.0,0.765429711906202
190,191,107498,LOW,7,HV - HR,201707,7.0000001192092896,4,6,0,0,1.0,1,0,0,0.0,0,0.0,0.0,0,0,0,2.0,3.0,0.0,4.0,2.0,3.0,0.393469340287367,0.0,0.0,0.0,0.613258976545499
191,192,107498,LOW,7,HV - HR,201708,4.42899990081787,0,4,0,0,0.0,0,0,0,25.0,1,25.0,1.0,0,0,0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.9698026165776821,0.221199216928595
192,193,109291,MEDIUM,2,Writer not called,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
193,194,109291,MEDIUM,2,Writer not called,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
194,195,109291,MEDIUM,2,Writer not called,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,196,109291,MEDIUM,2,Writer not called,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,197,109291,MEDIUM,2,Writer not called,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,198,109291,MEDIUM,2,Writer not called,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,199,109291,MEDIUM,2,Writer not called,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,200,109291,MEDIUM,2,Writer not called,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,201,109291,MEDIUM,2,Writer not called,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,202,109291,MEDIUM,2,Writer not called,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,203,109291,MEDIUM,2,Writer not called,201607,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,204,109291,MEDIUM,2,Writer not called,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,205,109291,MEDIUM,2,Writer not called,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,206,109291,MEDIUM,2,Writer not called,201610,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,207,109291,MEDIUM,2,Writer not called,201611,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,208,109291,MEDIUM,2,Writer not called,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,209,109291,MEDIUM,2,Writer not called,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,210,109291,MEDIUM,2,Writer not called,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,211,109291,MEDIUM,2,Writer not called,201703,3.85700011253357,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,212,109291,MEDIUM,2,Writer not called,201704,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,213,109291,MEDIUM,2,Writer not called,201705,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,214,109291,MEDIUM,2,Writer not called,201706,0.428999990224838,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,215,109291,MEDIUM,2,Writer not called,201707,3.85700011253357,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,216,109291,MEDIUM,2,Writer not called,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,217,114574,MEDIUM,5,Writer not called,201509,12.0,2,4,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
217,218,114574,MEDIUM,5,Writer not called,201510,0.428999990224838,1,1,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,
218,219,114574,MEDIUM,5,Writer not called,201511,0.428999990224838,0,1,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,220,114574,MEDIUM,5,Writer not called,201512,4.28600010275841,1,2,0,3,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,221,114574,MEDIUM,5,Writer not called,201601,6.85700020194054,2,3,0,2,0.0,0,0,0,36.0,1,24.0,3.0,0,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
221,222,114574,MEDIUM,5,Writer not called,201602,0.428999990224838,0,1,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,223,114574,MEDIUM,5,Writer not called,201603,0.857999980449677,0,2,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,224,114574,MEDIUM,5,Writer not called,201604,1.28599998354912,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,225,114574,MEDIUM,5,Writer not called,201605,0.857999980449677,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,226,114574,MEDIUM,5,Writer not called,201606,0.857999980449677,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,227,114574,MEDIUM,5,Writer not called,201607,0.857999980449677,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,228,114574,MEDIUM,5,Writer not called,201608,1.28699997067451,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,229,114574,MEDIUM,5,Writer not called,201609,0.857999980449677,1,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,230,114574,MEDIUM,5,Writer not called,201610,0.428999990224838,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,231,114574,MEDIUM,5,Writer not called,201611,4.7149997651577005,2,3,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,232,114574,MEDIUM,5,Writer not called,201612,2.57300001382828,2,4,0,1,0.0,0,0,0,26.0,1,24.0,3.0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
232,233,114574,MEDIUM,5,Writer not called,201701,4.28600010275841,1,2,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,234,114574,MEDIUM,5,Writer not called,201702,0.428999990224838,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,235,114574,MEDIUM,5,Writer not called,201703,0.428999990224838,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,236,114574,MEDIUM,5,Writer not called,201704,0.428999990224838,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,237,114574,MEDIUM,5,Writer not called,201705,0.428999990224838,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,238,114574,MEDIUM,5,Writer not called,201706,4.28600010275841,1,2,0,1,0.0,0,0,0,0.0,1,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
238,239,114574,MEDIUM,5,Writer not called,201707,4.28600010275841,1,2,0,1,0.0,0,0,0,0.0,1,0.0,3.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
239,240,114574,MEDIUM,5,Writer not called,201708,0.428999990224838,0,1,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,241,138981,LOW,5,HV - HR,201509,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
241,242,138981,LOW,5,HV - HR,201510,1.58600002527237,2,2,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,
242,243,138981,LOW,5,HV - HR,201511,1.0429999828338599,1,3,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
